Company Name,Investors,Orbit,Industry,Business Model,Growth Score,Employees added since last funding,Mindshare Score,Momentum Score,Mattermark URL,Website,Description,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Keywords,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Mobile Growth Score,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Months since last funding,New person months since last funding,New funding employee growth
Changing Environments,,Assurance,Connectivity,B2G,,,,,,http://www.changing-environments.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chariot,Y Combinator|Tyson Hendricksen|Joel Englander|Winklevoss Capital|Scrum Ventures|Coyote Ridge Ventures|Maven Ventures|MLB Major League Baseball Ventures|Wilson Sonsini Goodrich & Rosati|Sandy Kory|China Rock Capital|Semil Shah|SoftTech VC|Tumml|YC Winter 2015,Safety,transportation,B2C,250,5,193,0,https://mattermark.com/app/data/263504/,http://chariotsf.com,Chariot offers a commuter shuttle service with routes that are faster than the San Francisco Muni and more affordable than taxi and Uber.,No,,,,verifiedga,15,16,-1,-6,7,8,114,4,4,0,2,100,,,,,,,1240,,,,,47,58,-19,182,235,-23,,,,,,,,,,,,29,28,4,23,26,01/01/14,Pre Series A,3000000,04/23/15,3000000,bay area,san francisco,bay area,CA,usa,NA,No,6,22,136363.64
CINTEP,,Core,Water,B2C,,,,,,http://www.recyclingshower.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citymapper,Robin Klein|Index Ventures|Greylock Partners|Bill Warner|Connect Ventures|Connect Ventures,Safety,mobile|transportation,B2C,458,17,412,-1603,https://mattermark.com/app/data/124162/citymapper,http://citymapper.com,Citymapper Limited develop mobile applications. They design applications for both the Android and iOS users. Bus Mapper Pro is the ultimate,No,,,,location based services (lbs)|travel,30,29,1,3,25,5,20,446532,442719,1,426173,5,22921,27230,-16,21150,8,0,10616,,,,,94,165,-43,425,36,1081,,,,,,,,,,,,879,858,2,811,8,,A,10000000,04/17/14,10000000,london,london,london,,gbr,EU,Yes,18,165,60606.06
CItyMart,,Assurance,government,B2G,-17,-2,-17,13,https://mattermark.com/app/data/217662/citymart,http://citymart.com,Citymart - inspiring solutions to transform cities. Citymart helps cities deliver impact by strengthening their innovation capacity and sharing inspiring solutions and methods to transform their communities.,No,,,,,17,18,-1,-6,16,1,6,116,172,-33,249,-53,,,,,,,2772,,,,,59,2,2850,68,146,-53,1062,1057,0,1033,3,8,11,-27,5,5,0,751,743,1,720,4,01/01/11,Pre Series A,1000000,11/06/13,1000000,barcelona,barcelona,,,esp,EU,No,24,31,32258.06
CityTrackerX,,Safety,Management|Citizen Engagement,B2G,,,,,,http://www.citytrackerx.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Insight,Code for America Accelerator|Code for America Incubator,Safety,analytics|government,B2G,56,,56,20,https://mattermark.com/app/data/212826/,http://civicinsight.com,We boost economic development by helping governments deliver better building-related services to citizens and real-estate professionals.,No,,,,data mining|data visualization,4,4,0,0,4,0,0,169,182,-7,134,26,,,,,,,973,,,,,6,0,,7,31,-77,,,,,,,,,,,,35,34,3,32,9,,Pre Series A,0,,,bay area,san francisco,bay area,CA,usa,NA,No,,,
Civico,,Safety,consumer services,B2G,772,30,772,616,https://mattermark.com/app/data/280052/,http://civico.com,,No,,,,,38,39,-1,-3,25,13,52,351065,337600,4,321826,9,,,,,,,5318,,,,,108,87,24,495,263,88,91086,90548,1,87927,4,5945,6051,-2,6951,6824,2,2507,2155,16,1053,138,01/01/13,Pre Series A,2700000,12/10/13,1000000,bogotá,bogotá,,,col,SA,No,23,250,4000
ClearPath,,Safety,advertising|mobile,B2B|B2C,7,,7,-146,https://mattermark.com/app/data/181400/clearpath,http://myfastestpath.com,,No,,,,mobile advertising,,,,,,,,2,2,0,3,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,los angeles,,los angeles,CA,usa,NA,No,,,
ClickBus,HV Holtzbrinck Ventures|Tengelmann Ventures|Latin America Internet Holding (LIH)|Rocket Internet|Latin America Internet Holding (LIH),Safety,passenger transport,B2C|Marketplace,360,24,302,-4,https://mattermark.com/app/data/292805/,http://clickbus.com.br,"ClickBus is the leading online bus ticket platform selling in Brazil, Mexico, Colombia and Turkey.",No,,,,,69,67,2,3,89,-20,-22,520713,526225,-1,534848,-3,,,,,,,996,,,,,,,,,,,206172,206144,0,206359,0,961,959,0,964,865,11,607,597,2,559,9,01/01/13,B,12150000,08/20/14,10000000,são paulo,são paulo,,,bra,SA,No,14,457,21881.84
Cliqk,,Assurance,Energy Efficiency|Security|IOT,B2C,,,,,,https://cliqk.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compology,Lemnos Labs|LaunchCapital|Idea Bulb Ventures,Core,e-commerce|enterprise software|hardware|internet of things|waste,B2B,51,,36,0,https://mattermark.com/app/data/161529/compology,http://compology.com,"Compology, Data-Driven Routing, Powerful Analytics, Flexible Solutions and Waste Ecosystem Management",No,,,,industrial|internet of things|trash|waste,10,8,2,25,7,3,43,4,4,0,3,33,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,43,42,2,43,0,01/01/12,Pre Series A,0,,,bay area,san francisco,bay area,CA,usa,NA,No,,,
connecthings,,Assurance,IOT|Connected Home,B2C,,,,,,http://connectthings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create,,Safety,finance|government|real estate,B2B,154,1,131,0,https://mattermark.com/app/data/10376437/,http://create.io,"Create is a real estate information system packed with property data, 3D maps, and tools that empower instant investment decision making.",No,,,,architecture,15,15,0,0,,,,1088,1227,-11,1062,2,,,,,,,643,,,,,,,,,,,259,257,1,257,1,5,4,25,1,33,-97,,,,,,01/01/11,Pre Series A,2200000,06/11/15,2200000,bay area,san francisco,bay area,CA,usa,NA,No,4,3,733333.33
Curb,,Assurance,cleantech|energy|internet of things,B2C,158,0,158,13,https://mattermark.com/app/data/221636/curb,http://energycurb.com,"Curb built an energy engagement platform to help people better understand their home energy consumption, costs, and opportunities to reduce waste.",No,,,,clean energy|internet of things|sustainability,7,6,1,17,3,4,133,221,311,-29,329,-33,,,,,,,1398,,,,,12,0,,35,119,-71,653,644,1,639,2,3,3,0,15,10,50,49,48,2,45,9,05/13/12,Pre Series A,1080000,10/05/15,1080000,austin,austin,,TX,usa,NA,No,1,,0
D.light Design,Draper Fisher Jurvetson (DFJ)|Garage Technology Ventures|Acumen |Omidyar Network|Gray Matters Capital|Garage Technology Ventures|Draper Fisher Jurvetson (DFJ)|Acumen |Nexus Venture Partners|Omidyar Network|DFJ Frontier,Assurance,cleantech|energy|solar power,B2B|B2C,196,62,43,9,https://mattermark.com/app/data/18706/,http://dlightdesign.com,d.light: a global solar energy company delivering affordable solar home and power solutions for 2 billion people without access to reliable energy,No,,,,solar|sustainability,152,155,-3,-2,155,-3,-2,25,166,-85,1167,-98,,,,,,,4608,,,,,11,27,-59,55,79,-30,6595,6579,0,6506,1,41,42,-2,54,55,-2,1775,1757,1,1692,5,01/01/07,C,22500000,02/27/14,11000000,grand cayman,grand cayman,,CA,usa,NA,No,20,910,12087.91
Dash,Slow Ventures|Techstars|Urban.Us|Techstars|Slow Ventures,Safety,automotive|e-commerce|finance|internet of things|mobile,B2B|B2C,92,2,85,-3,https://mattermark.com/app/data/179786/,http://dash.by,"Dash makes any car a 'smart car'. Our app, for Android and iOS, connects to your car with a low-cost, easy to install device, called a ODB2. We use the information on your driving habits to make the roads smarter, safer, greener, more affordable and more social.",No,,,,big data|consumer goods|quantified self,8,7,1,14,7,1,14,20058,21199,-5,18685,7,,426,,426,,0,3515,,,,,46,43,7,288,377,-24,61540,61632,0,61784,0,36,47,-23,30,1832,-98,56,55,2,50,12,01/01/12,Pre Series A,1000000,12/31/13,1000000,new york,new york,new york,NY,usa,NA,Yes,22,12,83333.33
Dashride,,Safety,transportation,B2B|B2C,129,3,129,19,https://mattermark.com/app/data/229741/dashride,http://dashride.com,Dashride is a cloud-based mobile dispatching platform that simplifies ride management operations for the delivery industry.,No,,,,,7,8,-1,-13,8,-1,-13,3238,3337,-3,3231,0,,,,,,,232,,,,,0,1,-100,1,4,-75,130,130,0,124,5,3,,,2,2,0,16,16,0,15,7,01/01/13,Pre Series A,755000,09/15/14,715000,storrs mansfield,storrs mansfield,,CT,usa,NA,No,13,40,17875
Digital Lumens,Stata Venture Partners|Black Coral Capital|Flybridge Capital Partners|Stata Venture Partners|Flybridge Capital Partners|Black Coral Capital|Flybridge Capital Partners|Flybridge Capital Partners|Stata Venture Partners|Aster Capital|Black Coral Capital|Flybridge Capital Partners|Goldman Sachs|Stata Venture Partners|Nokia Growth Partners,Assurance,energy,B2B,258,27,155,8,https://mattermark.com/app/data/30353/,http://digitallumens.com,Digital Lumens Intelligent LED High Bay Lighting Systems for commercial and industrial lighting. Up to 90% energy savings.,No,,,,sustainability,118,121,-3,-2,105,13,12,2801,2189,28,2244,25,,,,,,,1989,,,,,3,11,-73,22,77,-71,286,283,1,276,4,33,81,-59,5,21,-76,1213,1192,2,1126,8,01/01/08,C,49300645,10/30/14,23000000,boston,boston,boston,MA,usa,NA,No,12,202,113861.39
Dividend Solar,,Assurance,banking|cleantech|finance|solar power,B2B,140,16,140,13,https://mattermark.com/app/data/10022261/,http://dividendsolar.com,"Dividend Solar offers homeowners a better way to go solar. With our direct lending platform, we make solar an investment-not just another monthly expense",No,,,,,25,21,4,19,18,7,39,1766,1598,11,1429,24,,,,,,,1110,,,,,10,2,400,13,0,,871,870,0,853,2,16,16,0,33,26,27,182,177,3,167,9,,Pre Series A,1500000,01/01/14,0,bay area,san francisco,bay area,CA,usa,NA,No,22,103,0
DoorDash,Kleiner Perkins Caufield & Byers|Keith Rabois|Saar Gur|David Lee|Paul Buchheit|Andy Rachleff|Russell Siegelman|Pejman Mar Ventures|Y Combinator|Streamlined Ventures|Semil Shah|Haystack Fund|Khosla Ventures|Charles River Ventures (CRV)|Pejman Mar Ventures|Ted Zagat|Sequoia Capital|YC Summer 2013,Safety,consumer services|food & beverages|mobile,B2C|Marketplace,2362,194,1012,79,https://mattermark.com/app/data/161342/doordash,http://doordash.com,DoorDash is an on-demand delivery service that connects customers with local businesses. The marketplace allows people to purchase meals and other goods from local merchants and have them delivered in less than 45 minutes.,No,,,,delivery|local|logistics|pioneer250|small & medium sized business,326,291,35,12,140,186,133,778265,750973,4,682897,14,,,,,,,5011,,,,,81,73,11,235,173,36,36590,36236,1,35653,3,290,282,3,193,313,-38,691,664,4,567,22,01/01/13,B,54700000,03/17/15,35000000,bay area,palo alto,bay area,CA,usa,NA,Yes,7,548,63868.61
DoubleMap,,Safety,transportation,B2B,176,9,176,0,https://mattermark.com/app/data/168315/doublemap,http://doublemap.com,DoubleMap is the provider of an innovative Automatic Vehicle Location (AVL) platform for university and public transit systems.,No,,,,android,21,23,-2,-9,27,-6,-22,40141,36850,9,33333,20,4116,4161,-1,4886,-16,0,,,,,,0,0,,0,0,,220,219,0,217,1,3,3,0,2,2,0,216,213,1,203,6,01/01/08,Pre Series A,40000,11/20/13,40000,indianapolis,indianapolis,indianapolis,IN,usa,NA,Yes,23,222,180.18
DriveSafe for Glass,,Safety,automotive|hardware|internet of things|mobile|wearables,B2C,7,,7,0,https://mattermark.com/app/data/230534/,http://drivesafeforglass.com,An app exclusively for Google Glass to help you be a safer driver.,No,,,,,,,,,,,,4,4,0,4,0,,,,,,,92,,,,,3,0,,3,0,,74,73,1,73,1,1,,,1,,,,,,,,,No Known Funding,,,,,,,,,,No,,,
Drivr,The Danish Growth Fund|Tommy Ahlers|Claus Moseholm,Safety,enterprise software|marketing|passenger transport|transportation,B2B|B2C,106,0,106,61,https://mattermark.com/app/data/218740/,http://drivr.com,"Drivr is an on-demand taxi and chauffeur service that offers premium, high-end vehicles for rent. The product is a complete suite which includes dispatch systems, chauffeur and end-user apps, a corporate platform and marketing tools available for taxi and chauffeur companies.",No,,,,travel,31,30,1,3,24,7,29,2206,2218,-1,3298,-33,,,,,,,411,,,,,0,0,,1,0,,7893,7892,0,7561,4,63,175,-64,129,76,70,323,320,1,302,7,01/01/10,A,5510000,10/16/15,3410000,copenhagen,copenhagen,,,dnk,EU,No,0,,0
Drivy,Index Ventures|Alven Capital|Bpifrance|Via-ID|Index Ventures|Alven Capital,Safety,automotive|hospitality|transportation,B2C,560,17,434,60,https://mattermark.com/app/data/37672/,http://drivy.com,"Ndeg1 en France de la location de voiture entre particuliers, assurance comprise. Pour louer sa propre voiture, ou trouver une voiture a louer des 15EUR/jour.",No,,,,collaborative consumption,54,53,1,2,37,17,46,455476,460720,-1,446998,2,,,,,,,4299,,,,,143,47,204,247,397,-38,29758,29490,1,29036,2,191,191,0,227,196,16,1040,1019,2,951,9,01/01/10,B,16900000,04/01/15,8600000,paris,paris,,,fra,EU,No,7,71,121126.76
Dropcam,Kapor Capital|Menlo Ventures|Accel Partners|Bay Partners|Felicis Ventures|Mitchell Kapor|Accel Partners|Bradley Horowitz|Salil Deshpande|David Cowan|Ben Narasin|Institutional Venture Partners (IVP)|Menlo Ventures|Kleiner Perkins Caufield & Byers|Accel Partners|Felicis Ventures|Mitchell Kapor|David Cowan|Ben Narasin|Salil Deshpande,Safety,consumer electronics|hardware|internet of things|security,B2C,433,14,413,120,https://mattermark.com/app/data/26279/dropcam,http://dropcam.com,"Dropcam makes it easy to check in on your home, baby, pets or business from anywhere. Get intelligent alerts. Review past footage with optional Cloud Recording.",No,,,,consumer electronics|video,36,35,1,3,45,-9,-20,969566,1051731,-8,1252152,-23,,36,,106,,0,22640,,,,,360,147,145,758,624,21,377955,375116,1,365765,3,10239,10528,-3,12748,8811,45,1696,1671,1,1595,6,01/01/09,Exited (acquired),47800000,07/31/13,30000000,bay area,san francisco,bay area,CA,usa,NA,Yes,27,589,50933.79
dropcountr,,Core,enterprise software|internet of things|mobile,B2B|B2C,114,,114,9,https://mattermark.com/app/data/144948/dropcountr,http://dropcountr.com,Dropcountr is a cleanweb solution that analyzes and visualizes big data generated by smart water meters.,No,,,,big data|it,5,5,0,0,4,1,25,605,529,14,730,-17,,1134,,1134,,0,782,,,,,4,8,-50,22,24,-8,382,381,0,380,1,2,1,100,1,3,-67,28,28,0,28,0,,No Known Funding,,,,bay area,redwood city,bay area,CA,usa,NA,Yes,,,
e-Chromic Technologies Inc.,,Assurance,cleantech|energy|internet of things|solar power,B2B,-6,,-6,19,https://mattermark.com/app/data/242157/,http://echromic.com,Introducing energy efficient smart windows. e-Chromic electrochromic window film can dynamically control window reflectivity and save energy. Learn more!,No,,,,internet of things|sustainability,,,,,,,,3,3,0,2,50,,,,,,,72,,,,,0,0,,0,0,,27,27,0,27,0,,,,,,,,,,,,,Pre Series A,600000,02/19/14,600000,boulder,boulder,boulder,CO,usa,NA,No,20,,0
Easy Taxi,Tengelmann Ventures|Russian Ventures|Rocket Internet|Rocket Internet|Rocket Internet|iMENA Holdings|Phenomen Ventures|Tengelmann Ventures,Safety,mobile|transportation|travel,B2C|Marketplace,2367,581,518,113,https://mattermark.com/app/data/153379/easy-taxi,http://easytaxi.com,Your taxi one click away! Easy Taxi allows you to book and track your taxi in real time on your iPhone and Android device.,No,,,,mobile|p2p,838,821,17,2,698,140,20,386682,388681,-1,399447,-3,5496,5242,5,5503,0,0,12781,,,,,91,40,128,251,518,-52,1380612,1373094,1,1343247,3,3543,3082,15,12125,6720,80,26668,26200,2,25522,4,01/01/11,Late,117000000,07/30/14,40000000,sao paulo,sao paulo,,,bra,SA,Yes,15,5375,7441.86
Eco Wave Power,Pirveli Ventures,Assurance,cleantech|energy,B2B,125,2,76,0,https://mattermark.com/app/data/10347529/,http://ecowavepower.com,"Eco Wave Power has developed proprietary technology for extracting energy from ocean and sea waves and converting it into electricity. Such technology enables to deliver effective, sustainable wave energy solutions, for affordable electricity prices.",No,,,,,9,8,1,13,2,7,350,100,82,22,41,144,,,,,,,187,,,,,,,,,,,222,220,1,218,2,1,1,0,3,6,-50,9,8,13,7,29,01/01/11,Pre Series A,2000000,08/18/15,2000000,tel aviv,tel aviv,,,isr,AS,No,2,2,1000000
EcoFactor,NRG Energy|Aster Capital|Claremont Creek Ventures|RockPort Capital Partners,Assurance,energy|enterprise software|internet of things,B2B|B2C,106,10,85,-13,https://mattermark.com/app/data/30137/,http://ecofactor.com,"Ecofactor provides automated energy savings, comfort and control through energy efficiency, demand response and hvac performance monitoring services",No,,,,big data|internet of things|sustainability,42,17,25,147,39,3,8,20061,20647,-3,18333,9,,,,,,,929,,,,,18,0,,18,13,38,209,207,1,208,0,1,1,0,2,1,100,376,375,0,370,2,01/01/06,B,10000000,10/14/13,10000000,bay area,redwood city,bay area,CA,usa,NA,No,24,288,34722.22
Ecolibrium,International Finance Corporation|Infuse Ventures,Assurance,energy,B2B,164,39,91,16,https://mattermark.com/app/data/151608/,http://ecolibriumenergy.com,"Ecolibrium Energy provides energy solutions to help commercial, institutional, and industrial organizations use energy more intelligently.",No,,,,,59,59,0,0,50,9,18,939,1009,-7,752,25,,,,,,,203,,,,,14,13,8,38,24,58,1006,1003,0,981,3,9,14,-36,60,70,-14,456,441,3,410,11,01/01/08,Pre Series A,1600000,05/27/13,1600000,ahmedabad,ahmedabad,,,ind,AS,No,29,612,2614.38
einFach,,Safety,mobile,B2B|B2C,2,,2,-164,https://mattermark.com/app/data/216838/einfach,http://ein-fach.de,Hoard allows you to securely deposit your keys and exchange them with others.,No,,,,collaborative consumption|internet of things|logistics,2,2,0,0,3,-1,-33,20,19,5,17,18,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,11,10,10,8,38,,No Known Funding,,,,,,,,,,No,,,
Emrals,,Assurance,cleantech|gaming|hardware,B2B|B2C,44,,44,-5,https://mattermark.com/app/data/245156/,http://emrals.com,Emrals is a digital currency for civic good. A real-life game and eCan connected device empower citizens to clean their city..,Yes,600000,2000000,8750,social good,2,2,0,0,2,0,0,2,2,0,3,-33,,,,,,,3269,,,,,32,59,-46,212,211,0,102,101,1,104,-2,1,1,0,3,2,50,18,18,0,17,6,,No Known Funding,,,,new york,brooklyn,new york,NY,usa,NA,No,,,
Enbala Power Networks,GE Ventures|Edison Energy|EnerTech Capital Partners|Sorfina Capital|Chrysalix EVC|Obvious Ventures|EnerTech Capital|XPV Capital|Chrysalix Energy|EDC Equity,Assurance,cleantech|energy|internet of things,B2B,101,1,32,8,https://mattermark.com/app/data/47409/enbala-power-networks,http://enbala.com,"Enbala Power Networks, a smart grid network, pays electricity users who create a more robust and reliable electric power grid.",No,,,,,34,34,0,0,24,10,42,94,77,22,50,88,,,,,,,566,,,,,1,0,,2,18,-89,7,7,0,7,0,,,,,,,732,727,1,702,4,01/01/03,B,22000000,09/15/15,3000000,toronto,toronto,,ON,can,NA,No,1,1,3000000
EnergySage,LaunchPad Venture Group|New York Angels|Clean Energy Venture Group,Assurance,cleantech|energy|solar power,B2C|Marketplace,304,4,270,103,https://mattermark.com/app/data/112072/,http://energysage.com,"The easiest way to go solar! Installers compete for your business to give you more options and the best deal. Free instant solar estimate. For homes, businesses & non-profits.",No,,,,clean energy|it|solar,26,26,0,0,21,5,24,89409,87278,2,72325,24,,,,,,,2924,,,,,24,7,243,94,199,-53,1047,1025,2,985,6,36,36,0,21,31,-32,151,148,2,137,10,01/01/09,A,1500000,05/19/15,1500000,boston,cambridge,boston,MA,usa,NA,No,5,11,136363.64
Enertiv,R/GA Accelerator|Techstars|Semyon Dukach|R/GA Accelerator|Techstars|R/GA Ventures|Techstars|R/GA 2013,Assurance,analytics|cleantech|energy|internet of things,B2B,66,4,53,0,https://mattermark.com/app/data/138971/enertiv,http://enertiv.com,"Enertiv is a Digital Energy Company which provides a combination of hardware and software that allows buildings to monitor theirenergy consumption in real-time to save energy and money. The hardware collects data at thecircuit level, providing detailed information on energy use. The software visualizes energyconsumption across an entire building portfolio, down to an individual piece of equipment.",No,,,,big data|machine learning|sustainability,17,17,0,0,13,4,31,1736,1747,-1,1897,-8,,,,,,,1177,,,,,2,1,100,12,12,0,348,347,0,346,1,2,1,100,5,2,150,171,170,1,166,3,01/01/09,Pre Series A,1370000,07/29/14,700000,new york,new york,new york,NY,usa,NA,No,15,24,29166.67
Farmigo,Benchmark|Formation 8|Benchmark|Hadi Partovi|Benchmark,Core,e-commerce|food & beverages|hospitality|mobile,B2C,282,2,175,109,https://mattermark.com/app/data/43068/farmigo,http://farmigo.com,Farm Direct eCommerce,No,,,,consumer goods|social commerce|sustainability,87,79,8,10,54,33,61,234176,236831,-1,250551,-7,,,,,,,4008,,,,,28,28,0,106,117,-9,17541,16928,4,16187,8,193,223,-13,381,352,8,1362,1340,2,1298,5,01/01/09,B,26000000,09/30/15,16000000,bay area,palo alto,bay area,CA,usa,NA,No,1,0,0
Fenix International,ENGIE (formerly GDF SUEZ)|Orange Telecom|Schneider Electric|Tom Dinwoodie |Warner Phillips|Alphamundi|GVEP International,Assurance,cleantech|energy|finance|mobile|payments,B2B,284,49,40,9,https://mattermark.com/app/data/91156/,http://fenixintl.com,Renewable Energy,No,,,,payments|solar|sustainability,103,98,5,5,76,27,36,310,333,-7,327,-5,,,,,,,1323,,,,,2,1,100,7,11,-36,1684,1685,0,1671,1,6,6,0,6,3,100,520,452,15,382,36,01/01/09,B,126000000,01/27/15,126000000,bay area,san francisco,bay area,CA,usa,NA,No,9,249,506024.1
FirstFuel Software,Vast Ventures|Next World Capital|Electranova Capital|Battery Ventures|RockPort Capital Partners|Nth Power|E.ON|E.ON|Battery Ventures|RockPort Capital Partners|Nth Power|Battery Ventures|Nth Power|Battery Ventures|Nth Power|RockPort Capital Partners,Assurance,analytics|cleantech|energy|government|real estate,B2B,337,26,153,53,https://mattermark.com/app/data/73317/firstfuel-software,http://firstfuel.com,FirstFuel provides an analytics based customer intelligence platform for utilities and energy service providers,No,,,,big data|sustainability,85,81,4,5,61,24,39,6161,6889,-11,7299,-16,,,,,,,968,,,,,3,27,-89,39,26,50,,,,,,,,,,,,992,976,2,933,6,01/01/10,C,43900000,04/08/15,23000000,boston,lexington,boston,MA,usa,NA,No,7,112,205357.14
FiscalNote,Fresh VC|RenRen|Enspire Capital|New Enterprise Associates|AME Cloud Ventures|Middleland Capital|Winklevoss Capital|645 Ventures|Green Visor Capital|Visionnaire Ventures|Fresh VC|University of Maryland|First Round Capital|Mark Cuban|New Enterprise Associates|AME Cloud Ventures|Alireza Masrour|Plug and Play Ventures,Safety,analytics|enterprise software|government|legal,B2B|B2C|SaaS,445,56,151,5,https://mattermark.com/app/data/149951/,http://fiscalnote.com,Mapping the Political Genome.,No,,,,big data|data visualization,90,85,5,6,48,42,88,3016,3242,-7,3873,-22,,,,,,,2828,,,,,26,28,-7,95,243,-61,2700,2690,0,2675,1,40,40,0,83,55,51,447,435,3,395,13,01/01/13,B,18231500,02/03/15,10000000,bay area,sunnyvale,bay area,CA,usa,NA,No,9,268,37313.43
Flair Vents,,Assurance,energy|internet of things,,69,0,69,500,https://mattermark.com/app/data/315875/,http://flair.co,A complete line up of next generation heating and cooling products.,No,,,,clean energy|sustainability,2,2,0,0,2,0,0,147,152,-3,146,1,,,,,,,23130,,,,,,,,,,,,,,,,,,,,,,25,23,9,21,19,01/01/14,Pre Series A,0,10/07/14,0,,,,,,,No,13,2,0
FlyKly,,Safety,automotive|cleantech|consumer electronics|hardware|internet of things,B2C,178,,178,77,https://mattermark.com/app/data/92604/,http://flykly.com,Lightweight and highly efficient all-in-one design pedal assist that fits on practically any bicycle.,No,,,,consumer electronics|electric vehicles,3,3,0,0,4,-1,-25,17374,16574,5,17017,2,,,,,,,2781,,,,,55,8,588,77,29,166,24417,24340,0,23692,3,583,606,-4,126,122,3,88,86,2,80,10,01/01/10,No Known Funding,,,,new york,new york,new york,NY,usa,NA,No,,,
Folsom Labs,Sheldon Kimber|Tim Ball|Fred Kittler,Assurance,cleantech|energy|solar power,B2B|SaaS,185,3,162,88,https://mattermark.com/app/data/179048/,http://folsomlabs.com,Folsom Labs is developing the next generation of software tools for designing high-performance solar arrays in a fraction of the time.,No,,,,clean energy|solar|sustainability,6,6,0,0,3,3,100,6752,7325,-8,9152,-26,,,,,,,241,,,,,0,0,,0,17,-100,166,165,1,156,6,5,5,0,3,2,50,97,96,1,92,5,01/01/11,Pre Series A,1000000,04/22/15,1000000,bay area,san francisco,bay area,CA,usa,NA,No,6,13,76923.08
Fortified Bicycle,Foundry Group|FG Angels|JP Morgan Chase & Co|Boston 2014 Fall,Safety,e-commerce|hardware|transportation,B2C,141,2,125,-434,https://mattermark.com/app/data/272524/,http://fortifiedbike.com,"Anti-Theft, Weather Proof, City Proof Bike Lights",No,,,,sporing goods,8,9,-1,-11,6,2,33,6559,6533,0,6729,-3,,,,,,,1586,,,,,56,3,1767,66,159,-58,17983,17967,0,17984,0,284,358,-21,122,188,-35,20,19,5,17,18,01/01/11,Pre Series A,150000,01/21/15,150000,boston,cambridge,boston,MA,usa,NA,No,9,9,16666.67
Freight Farms,Techstars|Morningside Group|Spark Capital|Wefunder|LaunchCapital|Rothenberg Ventures|Morningside Group|Techstars|Boston 2013 Spring,Assurance,agriculture|cleantech|e-commerce|food & beverages,B2B|B2C,173,7,147,390,https://mattermark.com/app/data/146511/freight-farms,http://freightfarms.com,Freight Farms offers high-volume crop production units made from upcycled shipping containers to support farming in any climate.,No,,,,collisionconf2015,18,18,0,0,15,3,20,4453,4376,2,5588,-20,,,,,,,4086,,,,,9,11,-18,91,218,-58,5894,5545,6,2589,128,827,1021,-19,70,123,-43,347,332,5,284,22,01/01/10,A,4900000,12/17/14,3700000,boston,boston,boston,MA,usa,NA,No,10,53,69811.32
Fuse from Kynetx,,Safety,automotive|internet of things,B2C,5,,5,-207,https://mattermark.com/app/data/246938/,http://joinfuse.com,Connected car,No,,,,cloud computing|internet of things,,,,,,,,110,130,-15,18,511,,,,,,,5008,,,,,65,20,225,175,224,-22,247,247,0,247,0,1,,,1,,,,,,,,,No Known Funding,,,,,,,,,,No,,,
FusedCow,,Core,Energy Efficiency,B2B|B2C,,,,,,http://fusedcow.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
